ふりがな,山名<山頂名>,都道府県,標高,緯度,経度
うばがたけ,姥ヶ岳,福井県,1454,35度48分34秒,136度30分21秒
のうごうはくさん（ごんげんさん）,能郷白山（権現山）,岐阜県,1617,35度45分45秒,136度30分51秒
かんむりやま,冠山,福井県 岐阜県,1257,35度46分47秒,136度24分34秒
さんしゅうがたけ,三周ヶ岳,岐阜県,1292,35度41分01秒,136度18分00秒
かなくそだけ,金糞岳,岐阜県 滋賀県,1317,35度33分00秒,136度20分14秒
いぶきやま,伊吹山,滋賀県,1377,35度25分04秒,136度24分23秒
りょうぜんざん,霊仙山,滋賀県,1094,35度16分45秒,136度22分53秒
しょうがだけ,笙ヶ岳,岐阜県,908,35度17分01秒,136度30分40秒
ようろうさん,養老山,岐阜県,859,35度15分47秒,136度31分24秒
おいけだけ,御池岳,滋賀県,1247,35度10分43秒,136度24分54秒
りゅうがだけ,竜ヶ岳,滋賀県 三重県,1099,35度07分10秒,136度26分43秒
ございしょやま,御在所山,滋賀県 三重県,1212,35度01分14秒,136度25分04秒
あまごいだけ,雨乞岳,滋賀県,1238,35度01分16秒,136度23分03秒
たかはたやま,高畑山,三重県 滋賀県,773,34度53分23秒,136度19分15秒
れいさん,霊山,三重県,766,34度49分02秒,136度15分38秒
きょうがみね,経が峰,三重県,819,34度45分59秒,136度22分28秒
かさとりやま,笠取山,三重県,842,34度44分03秒,136度17分48秒
ぶながだけ,武奈ヶ岳,滋賀県,1214,35度15分53秒,135度53分49秒
みなこやま,皆子山,京都府 滋賀県,971,35度12分08秒,135度50分07秒
ほうらいさん,蓬莱山,滋賀県,1174,35度12分34秒,135度53分09秒
ひえいざん<だいひえい>,比叡山<大比叡>,滋賀県 京都府,848,35度03分57秒,135度50分04秒
おとわやま,音羽山,京都府,593,34度58分37秒,135度51分11秒
みかみやま,三上山,滋賀県,432,35度03分02秒,136度02分16秒
じゅうぶざん,鷲峰山,京都府,682,34度49分50秒,135度54分30秒
かさぎやま,笠置山,京都府,324,34度45分07秒,135度57分02秒
わかくさやま（みかさやま）,若草山（三笠山）,奈良県,342,34度41分28秒,135度51分16秒
みわやま,三輪山,奈良県,467,34度32分06秒,135度52分01秒
みみなしやま,耳成山,奈良県,139,34度30分53秒,135度48分19秒
あまのかぐやま,天香久山,奈良県,152,34度29分45秒,135度49分06秒
うねびやま,畝傍山,奈良県,199,34度29分33秒,135度47分05秒
いこまやま,生駒山,大阪府 奈良県,642,34度40分42秒,135度40分44秒
しぎさん,信貴山,奈良県,437,34度36分46秒,135度40分06秒
にじょうさん<おだけ>,二上山<雄岳>,奈良県,517,34度31分33秒,135度40分39秒
かつらぎさん,葛城山,奈良県 大阪府,959,34度27分22秒,135度40分56秒
こんごうざん,金剛山,奈良県,1125,34度25分10秒,135度40分23秒
いわわきさん,岩湧山,大阪府,897,34度22分27秒,135度33分04秒
かつらぎさん,葛城山,大阪府 和歌山県,858,34度20分53秒,135度26分04秒
そせきざん,俎石山,和歌山県 大阪府,420,34度18分30秒,135度12分28秒
ほっさかさん,堀坂山,三重県,757,34度32分48秒,136度25分58秒
あまがだけ,尼ケ岳,三重県,957,34度33分27秒,136度13分11秒
くろそやま,倶留尊山,三重県 奈良県,1037,34度31分51秒,136度10分13秒
つぼねがだけ,局ヶ岳,三重県,1029,34度27分38秒,136度19分37秒
みうねやま,三峰山,三重県 奈良県,1235,34度26分55秒,136度12分23秒
たかみやま,高見山,三重県 奈良県,1248,34度25分43秒,136度05分18秒
りゅうもんがだけ,竜門岳,奈良県,904,34度26分26秒,135度53分52秒
あさまがたけ,朝熊ヶ岳,三重県,555,34度27分40秒,136度46分53秒
ななほらがたけ,七洞岳,三重県,778,34度22分23秒,136度30分57秒
まよいだけ,迷岳,三重県,1309,34度21分00秒,136度12分27秒
くにみやま,国見山,三重県 奈良県,1419,34度22分33秒,136度05分12秒
いけごややま,池木屋山,三重県 奈良県,1396,34度18分58秒,136度07分46秒
しらひげだけ,白鬚岳,奈良県,1378,34度17分35秒,136度02分49秒
おおだいがはらざん<ひのでがたけ>,大台ヶ原山<日出ヶ岳>,奈良県 三重県,1695,34度11分07秒,136度06分33秒
さんじょうがたけ,山上ヶ岳,奈良県,1719,34度15分09秒,135度56分28秒
だいふげんだけ,大普賢岳,奈良県,1780,34度13分40秒,135度57分46秒
みせん,弥山,奈良県,1895,34度10分48秒,135度54分34秒
はっきょうがだけ,八経ヶ岳,奈良県,1915,34度10分25秒,135度54分27秒
ぶっしょうがだけ,仏生嶽,奈良県,1805,34度08分04秒,135度54分47秒
しゃかがだけ,釈迦ヶ岳,奈良県,1800,34度06分52秒,135度54分11秒
ねはんだけ,涅槃岳,奈良県,1376,34度03分30秒,135度53分49秒
かさすてやま,笠捨山,奈良県,1353,33度58分58秒,135度53分54秒
たまきやま,玉置山,奈良県,1077,33度55分36秒,135度49分54秒
たかみねさん,高峰山,三重県,1045,34度01分55秒,136度08分50秒
ねのとまりやま,子ノ泊山,三重県,907,33度47分40秒,135度55分50秒
りゅうもんざん,龍門山,和歌山県,756,34度14分17秒,135度24分41秒
おいしがみね,生石ヶ峰,和歌山県,870,34度06分18秒,135度20分03秒
しらまやま,白馬山,和歌山県,957,34度00分57秒,135度22分20秒
おばこだけ,伯母子岳,奈良県,1344,34度04分39秒,135度39分03秒
ごまだんざん,護摩壇山,奈良県 和歌山県,1372,34度03分27秒,135度34分01秒
うしまわしやま,牛廻山,奈良県 和歌山県,1207,33度56分56秒,135度37分53秒
ひやみずやま,冷水山,奈良県,1262,33度53分57秒,135度39分10秒
おおとうざん,大塔山,和歌山県,1122,33度43分37秒,135度42分50秒
ほうしやま,法師山,和歌山県,1121,33度43分33秒,135度39分55秒
なちさん<えぼしやま>,那智山<烏帽子山>,和歌山県,910,33度41分46秒,135度54分03秒
ぜんじのもりやま,善司ノ森山,和歌山県,591,33度35分37秒,135度32分49秒
のさかだけ,野坂岳,福井県,913,35度35分23秒,136度01分29秒
くもだにやま,雲谷山,福井県,786,35度33分28秒,135度56分42秒
くすやがだけ,久須夜ヶ岳,福井県,619,35度33分27秒,135度44分01秒
ひゃくりがだけ,百里ヶ岳,福井県 滋賀県,931,35度23分30秒,135度48分36秒
はんせいざん,飯盛山,福井県,584,35度27分07秒,135度39分36秒
あおばやま,青葉山,福井県,693,35度30分18秒,135度29分02秒
とうきんざん,頭巾山,福井県 京都府,871,35度22分39秒,135度32分04秒
ちょうろうがだけ,長老ヶ岳,京都府,917,35度18分12秒,135度28分26秒
さじきがだけ,桟敷ヶ岳,京都府,896,35度09分33秒,135度43分02秒
あたごやま,愛宕山,京都府,924,35度03分37秒,135度38分03秒
ぽんぽんやま,ポンポン山,京都府 大阪府,679,34度56分07秒,135度37分26秒
みょうけんさん,妙見山,大阪府 兵庫県,660,34度55分44秒,135度28分02秒
うたがきやま,歌垣山,大阪府,553,34度58分27秒,135度28分36秒
けんびさん,剣尾山,大阪府,784,35度00分13秒,135度24分14秒
みたけ,三嶽,兵庫県,793,35度07分38秒,135度14分42秒
しらがだけ,白髪岳,兵庫県,722,35度02分46秒,135度08分05秒
たいこやま,太鼓山,京都府,683,35度41分43秒,135度12分15秒
いさなごさん,磯砂山,京都府,661,35度32分55秒,135度02分17秒
おおえやま（せんじょうがたけ）,大江山（千丈ヶ嶽）,京都府,832,35度27分12秒,135度06分24秒
ひがしとこのおさん,東床尾山,兵庫県,839,35度25分19秒,134度54分57秒
くるひだけ,来日岳,兵庫県,567,35度36分43秒,134度47分08秒
ろっこうさん,六甲山,兵庫県,931,34度46分41秒,135度15分49秒
まやさん,摩耶山,兵庫県,702,34度43分59秒,135度12分15秒
みょうけんやま,妙見山,兵庫県,522,34度29分50秒,134度56分36秒
ゆづるはさん,諭鶴羽山,兵庫県,608,34度14分06秒,134度48分51秒
あわがやま,粟鹿山,兵庫県,962,35度16分22秒,134度54分56秒
せんがみね,千ヶ峰,兵庫県,1005,35度08分41秒,134度53分02秒
かさがたやま,笠形山,兵庫県,939,35度03分51秒,134度50分05秒
くとやま,久斗山,兵庫県,650,35度37分16秒,134度33分46秒
そぶがたけ,蘇武岳,兵庫県,1074,35度28分15秒,134度38分17秒
みょうけんやま,妙見山,兵庫県,1139,35度24分38秒,134度38分38秒
ふじなしやま,藤無山,兵庫県,1139,35度16分00秒,134度36分02秒
だんがみね,段ヶ峰,兵庫県,1103,35度11分30秒,134度43分39秒
せっぴこさん,雪彦山,兵庫県,915,35度04分22秒,134度39分04秒
おうぎのせん,扇ノ山,鳥取県,1310,35度26分23秒,134度26分27秒
はちぶせやま,鉢伏山,兵庫県,1222,35度23分43秒,134度32分11秒
ひょうのせん（すがのせん）,氷ノ山（須賀ノ山）,兵庫県 鳥取県,1510,35度21分14秒,134度30分50秒
みむろやま,三室山,兵庫県 鳥取県,1358,35度14分12秒,134度27分46秒
とうせん,東山,鳥取県,1388,35度17分32秒,134度22分59秒
おきのやま,沖ノ山,鳥取県,1318,35度14分53秒,134度21分24秒
うしろやま,後山,岡山県 兵庫県,1344,35度11分13秒,134度24分40秒
なぎさん,那岐山,鳥取県 岡山県,1255,35度10分18秒,134度10分49秒
しょしゃざん,書写山,兵庫県,371,34度53分34秒,134度39分23秒
しらはたやま,白旗山,兵庫県,440,34度54分30秒,134度22分51秒
はっとうじさん,八塔寺山,岡山県,538,34度55分23秒,134度15分08秒
かなやま,金山,岡山県,499,34度44分41秒,133度56分27秒
おおひらやま,大平山,岡山県,698,34度53分56秒,133度42分25秒
だいまんじさん,大満寺山,島根県,608,36度15分24秒,133度19分50秒
たくひやま,焼火山,島根県,452,36度04分29秒,133度01分55秒
あさひやま,朝日山,島根県,344,35度30分28秒,132度58分35秒
はなたかせん,鼻高山,島根県,536,35度24分45秒,132度45分10秒
たかはちやま,高鉢山,鳥取県,1203,35度21分37秒,134度03分04秒
はなちがせん,花知ヶ仙,岡山県,1247,35度15分34秒,133度58分30秒
つぐろせん,津黒山,岡山県,1118,35度15分07秒,133度48分54秒
ひるぜん<かみひるぜん>,蒜山<上蒜山>,鳥取県 岡山県,1202,35度19分30秒,133度39分48秒
やはずがせん,矢筈ヶ山,鳥取県,1358,35度23分12秒,133度34分51秒
だいせん<けんがみね>,大山<剣ヶ峰>,鳥取県,1729,35度22分16秒,133度32分46秒
からすがせん,烏ヶ山,鳥取県,1448,35度21分21秒,133度34分13秒
けなしがせん,毛無山,鳥取県 岡山県,1219,35度14分08秒,133度30分53秒
ほうぶつざん,宝仏山,鳥取県,1005,35度13分47秒,133度28分13秒
ほしやま,星山,岡山県,1030,35度08分31秒,133度40分38秒
はなみやま,花見山,鳥取県 岡山県,1188,35度09分09秒,133度24分04秒
おおくらやま,大倉山,鳥取県,1112,35度08分01秒,133度21分19秒
せんつうざん,船通山,島根県 鳥取県,1142,35度09分21秒,133度10分43秒
どうごやま,道後山,広島県 鳥取県,1271,35度04分10秒,133度13分58秒
ひばやま<たてえぼしやま>,比婆山<立烏帽子山>,広島県,1299,35度03分06秒,133度03分56秒
ひばやま<えぼしやま>,比婆山<烏帽子山>,広島県 島根県,1225,35度04分12秒,133度03分08秒
さるまさやま,猿政山,島根県 広島県,1268,35度04分53秒,132度58分04秒
おおよろぎやま,大万木山,島根県 広島県,1218,35度05分15秒,132度51分16秒
ことびきさん（みせん）,琴引山（弥山）,島根県,1013,35度02分53秒,132度46分57秒
さんべさん<おさんべさん>,三瓶山<男三瓶山>,島根県,1126,35度08分26秒,132度37分18秒
おおえたかやま,大江高山,島根県,808,35度03分50秒,132度25分43秒
ほしのこやま,星居山,広島県,834,34度44分53秒,133度13分18秒
だけやま,岳山,広島県,741,34度38分56秒,133度09分24秒
りゅうおうさん,龍王山,広島県,665,34度27分21秒,133度05分00秒
たかのすざん,鷹ノ巣山,広島県,922,34度33分58秒,132度44分46秒
しらきやま,白木山,広島県,889,34度31分17秒,132度34分32秒
ごさそうざん,呉娑々宇山,広島県,682,34度25分22秒,132度32分52秒
のろさん（ぜんだなやま）,野呂山（膳棚山）,広島県,839,34度15分44秒,132度39分58秒
かんざん,冠山,島根県,863,34度55分03秒,132度30分07秒
あさやま,阿佐山,島根県 広島県,1218,34度47分09秒,132度22分53秒
てんぐいしやま,天狗石山,島根県 広島県,1192,34度47分32秒,132度20分34秒
うんげつやま,雲月山,島根県 広島県,911,34度48分08秒,132度14分20秒
おおさやま,大佐山,島根県 広島県,1069,34度44分52秒,132度12分05秒
がりゅうざん,臥龍山,広島県,1223,34度41分24秒,132度11分48秒
しんにゅうざん,深入山,広島県,1153,34度39分00秒,132度12分24秒
おそらかんざん,恐羅漢山,島根県 広島県,1346,34度35分44秒,132度07分47秒
じっぽうざん,十方山,広島県,1328,34度33分55秒,132度08分32秒
おおみねやま,大峯山,広島県,1050,34度24分57秒,132度13分01秒
かんむりやま,冠山,広島県,1339,34度28分07秒,132度04分34秒
じゃくちさん,寂地山,山口県 島根県,1337,34度28分02秒,132度03分16秒
あぞうじやま,安蔵寺山,島根県,1263,34度28分38秒,131度58分02秒
こごろうさん,小五郎山,山口県,1162,34度25分01秒,132度00分31秒
らかんざん,羅漢山,山口県,1109,34度21分20秒,132度04分02秒
すずのおおたにやま,鈴ノ大谷山,島根県,1036,34度22分36秒,131度50分21秒
へいけがだけ,平家ヶ岳,島根県 山口県,1066,34度19分06秒,131度53分59秒
ばふんがだけ,馬糞ヶ岳,山口県,985,34度15分02秒,131度53分47秒
あざみがだけ,莇ヶ岳,山口県,1004,34度19分57秒,131度46分40秒
あおのやま,青野山,島根県,907,34度27分44秒,131度47分53秒
とくさがみね,十種ヶ峰,山口県 島根県,989,34度26分18秒,131度41分43秒
こうやま,高山,山口県,533,34度39分08秒,131度36分48秒
にしほうべんざん,西鳳翩山,山口県,742,34度12分39秒,131度24分34秒
おおひらやま,大平山,山口県,631,34度04分24秒,131度37分49秒
かつらぎさん,桂木山,山口県,702,34度18分19秒,131度18分10秒
はなおやま,花尾山,山口県,669,34度17分02秒,131度13分16秒
てんじょうがだけ,天井ヶ岳,山口県,691,34度18分40秒,131度02分34秒
くるそんざん（おだけ）,狗留孫山（御岳）,山口県,616,34度12分53秒,130度58分35秒
りゅうおうざん,竜王山,山口県,614,34度04分06秒,130度56分09秒
けんそざん<ほしがじょうやま>,嶮岨山<星ヶ城山>,香川県,816,34度30分55秒,134度19分03秒
くまがみね,熊ヶ峰,広島県,438,34度26分00秒,133度22分06秒
わしがとうざん,鷲ヶ頭山,愛媛県,436,34度14分21秒,133度01分17秒
みせん,弥山,広島県,535,34度16分46秒,132度19分10秒
おおざさん,皇座山,山口県,526,33度51分11秒,132度08分32秒
ごけんざん（やくりやま）,五剣山（八栗山）,香川県,375,34度21分40秒,134度08分29秒
おおひらやま,大平山,香川県,479,34度19分47秒,133度57分09秒
いいのやま（さぬきふじ）,飯野山（讃岐富士）,香川県,422,34度16分28秒,133度50分45秒
ぞうずさん<おおさやま>,象頭山<大麻山>,香川県,616,34度11分48秒,133度47分19秒
やはずやま,矢筈山,香川県,789,34度11分39秒,134度11分48秒
おおたきやま,大滝山,香川県 徳島県,946,34度07分24秒,134度07分37秒
りゅうおうざん,竜王山,徳島県 香川県,1060,34度06分56秒,134度02分54秒
だいせんざん,大川山,徳島県 香川県,1043,34度06分55秒,133度56分23秒
うんぺんじさん,雲辺寺山,香川県 徳島県,927,34度02分07秒,133度43分23秒
ひがしさんぽうがもり,東三方ヶ森,愛媛県,1233,33度54分10秒,132度57分35秒
たかなわさん,高縄山,愛媛県,986,33度56分45秒,132度51分00秒
びざん,眉山,徳島県,290,34度03分40秒,134度30分59秒
なかつみねやま,中津峰山,徳島県,773,33度57分45秒,134度30分34秒
たいりゅうじやま,太竜寺山,徳島県,618,33度52分27秒,134度31分11秒
こうつざん,高越山,徳島県,1133,34度01分02秒,134度11分45秒
くもそうやま,雲早山,徳島県,1496,33度54分21秒,134度17分41秒
やつらやま,八面山,徳島県,1312,33度55分24秒,134度05分59秒
つるぎさん,剣山,徳島県,1955,33度51分13秒,134度05分39秒
つるぎさん<まるざさやま>,剣山<丸笹山>,徳島県,1712,33度52分27秒,134度05分24秒
とうのまる,塔丸,徳島県,1713,33度52分01秒,134度02分21秒
やはずさん,矢筈山,徳島県,1849,33度55分30秒,133度58分30秒
なかつざん,中津山,徳島県,1447,33度55分29秒,133度50分39秒
くにみざん,国見山,徳島県,1409,33度54分27秒,133度47分05秒
てんぐづか,天狗塚,徳島県,1812,33度49分37秒,133度56分36秒
みうね,三嶺,徳島県 高知県,1894,33度50分22秒,133度59分16秒
しらがやま,白髪山,高知県,1770,33度48分36秒,133度59分35秒
いしたてざん,石立山,徳島県 高知県,1708,33度47分05秒,134度03分18秒
かじがもり,梶ヶ森,高知県,1400,33度45分33秒,133度45分05秒
じんきちもり,甚吉森,徳島県 高知県,1423,33度41分41秒,134度06分36秒
てんぐもり,天狗森,高知県,1296,33度37分08秒,134度04分04秒
かねがりゅうもり,鐘ヶ龍森,高知県,1126,33度32分49秒,134度04分55秒
くいしやま,工石山,高知県,1516,33度51分20秒,133度34分48秒
しらがやま,白髪山,高知県,1469,33度48分58秒,133度35分27秒
いなむらやま,稲叢山,高知県,1506,33度44分49秒,133度21分33秒
くいしやま,工石山,高知県,1177,33度40分11秒,133度30分22秒
あかぼしやま,赤星山,愛媛県,1453,33度55分10秒,133度27分29秒
ひがしあかいしやま,東赤石山,愛媛県,1710,33度52分31秒,133度22分26秒
ささがみね,笹ヶ峰,愛媛県 高知県,1860,33度49分41秒,133度16分29秒
いよふじ,伊予富士,愛媛県 高知県,1756,33度47分17秒,133度14分53秒
かめがもり,瓶ヶ森,愛媛県,1897,33度47分41秒,133度11分36秒
いしづちさん<てんぐだけ>,石鎚山<天狗岳>,愛媛県,1982,33度46分04秒,133度06分54秒
にのもり,二ノ森,愛媛県,1930,33度45分31秒,133度05分38秒
つつじょうざん,筒上山,愛媛県 高知県,1860,33度43分55秒,133度09分40秒
いしずみさん,石墨山,愛媛県,1456,33度44分02秒,132度59分05秒
しょうじやま,障子山,愛媛県,885,33度42分19秒,132度45分55秒
つぼがみやま,壺神山,愛媛県,971,33度36分20秒,132度33分17秒
いずしやま,出石山,愛媛県,812,33度32分06秒,132度27分55秒
かんなんざん,神南山,愛媛県,710,33度31分03秒,132度37分58秒
ございしょざん,御在所山,愛媛県,915,33度20分38秒,132度45分21秒
かさとりやま,笠取山,愛媛県,1562,33度33分20秒,132度55分21秒
なかつさん（みょうじんさん）,中津山（明神山）,愛媛県 高知県,1541,33度34分32秒,133度02分48秒
いらずやま,不入山,高知県,1336,33度26分27秒,133度03分47秒
ばんだがもり,蟠蛇森,高知県,770,33度26分28秒,133度15分34秒
すずがもり,鈴ヶ森,高知県,1054,33度21分23秒,133度03分04秒
ございしょのみね,五在所ノ峯,高知県,658,33度10分38秒,133度09分03秒
どうがもり,堂が森,高知県,857,33度09分36秒,132度52分36秒
たかつきやま,高月山,愛媛県,1229,33度12分31秒,132度38分05秒
さんぼんぐい,三本杭,愛媛県,1226,33度11分18秒,132度38分07秒
ささやま,篠山,愛媛県 高知県,1065,33度03分21秒,132度39分33秒
いまのやま,今ノ山,高知県,868,32度51分27秒,132度51分01秒
あだちやま（きりがたけ）,足立山（霧ヶ岳）,福岡県,598,33度51分34秒,130度55分02秒
ぬきさん,貫山,福岡県,712,33度46分50秒,130度54分34秒
ふくちやま,福智山,福岡県,901,33度44分32秒,130度48分14秒
いぬがたけ,犬ヶ岳,大分県 福岡県,1131,33度30分44秒,131度00分06秒
ひこさん,英彦山,福岡県 大分県,1199,33度28分34秒,130度55分34秒
うまみやま,馬見山,福岡県,978,33度29分11秒,130度46分04秒
いぬなきやま（くまがしろ）,犬鳴山（熊ヶ城）,福岡県,584,33度41分14秒,130度32分57秒
さんぐんざん,三郡山,福岡県,936,33度33分20秒,130度35分02秒
きざん,基山,佐賀県,404,33度26分34秒,130度30分37秒
せふりさん,脊振山,福岡県 佐賀県,1055,33度26分11秒,130度22分07秒
うきだけ,浮嶽,福岡県 佐賀県,805,33度28分12秒,130度05分57秒
てんざん,天山,佐賀県,1046,33度20分20秒,130度08分34秒
ふたごさん,両子山,大分県,720,33度34分59秒,131度36分06秒
かならせやま,鹿嵐山,大分県,758,33度26分05秒,131度15分10秒
つるみだけ,鶴見岳,大分県,1375,33度17分12秒,131度25分47秒
ゆふだけ（ぶんごふじ）,由布岳（豊後富士）,大分県,1583,33度16分56秒,131度23分25秒
はねやま,万年山,大分県,1140,33度13分53秒,131度07分50秒
わいたざん,涌蓋山,大分県,1500,33度08分24秒,131度09分52秒
くじゅうれんざん<なかだけ>,くじゅう連山<中岳>,大分県,1791,33度05分09秒,131度14分56秒
くじゅうれんざん<くろだけ>,くじゅう連山<黒岳>,大分県,1587,33度06分20秒,131度17分34秒
くじゅうれんざん<たいせんざん>,くじゅう連山<大船山>,大分県,1786,33度05分42秒,131度16分50秒
くじゅうれんざん<みまたやま>,くじゅう連山<三俣山>,大分県,1744,33度06分14秒,131度14分47秒
くじゅうれんざん<ほっしょうざん>,くじゅう連山<星生山>,大分県,1762,33度05分27秒,131度13分57秒
くじゅうれんざん<くじゅうさん>,くじゅう連山<久住山>,大分県,1787,33度04分56秒,131度14分27秒
あそさん<たかだけ>,阿蘇山<高岳>,熊本県,1592,32度53分04秒,131度06分14秒
あそさん<ねこだけ>,阿蘇山<根子岳（猫岳）>,熊本県,1433,32度53分01秒,131度08分40秒
あそさん<なかだけ>,阿蘇山<中岳>,熊本県,1506,32度53分01秒,131度05分49秒
あそさん<きしまだけ>,阿蘇山<杵島岳>,熊本県,1326,32度53分33秒,131度03分29秒
あそさん<えぼしだけ>,阿蘇山<烏帽子岳>,熊本県,1337,32度52分25秒,131度03分29秒
たかとりやま,鷹取山,福岡県,802,33度18分11秒,130度43分22秒
しゃかだけ,釈迦岳,大分県,1231,33度11分15秒,130度53分21秒
しゅてんどうじやま,酒呑童子山,大分県,1181,33度05分49秒,130度54分30秒
くにみやま,国見山,熊本県,1018,33度06分20秒,130度49分03秒
つつがたけ,筒ヶ岳,熊本県,501,32度59分05秒,130度31分39秒
きんぼうざん,金峰山,熊本県,665,32度48分51秒,130度38分20秒
くろかみざん,黒髪山,佐賀県,516,33度12分50秒,129度54分08秒
くにみやま,国見山,長崎県,776,33度14分13秒,129度48分46秒
こくぞうざん,虚空蔵山,長崎県,609,33度05分26秒,129度55分17秒
たらだけ<きょうがだけ>,多良岳<経ヶ岳>,佐賀県 長崎県,1076,32度59分15秒,130度04分35秒
たらだけ,多良岳,佐賀県,996,32度58分32秒,130度05分34秒
たらだけ<ごかはらだけ>,多良岳<五家原岳>,長崎県,1057,32度57分29秒,130度04分36秒
うんぜんだけ<ふげんだけ>,雲仙岳<普賢岳>,長崎県,1359,32度45分36秒,130度17分32秒
うんぜんだけ<へいせいしんざん>,雲仙岳<平成新山>,長崎県,1483,32度45分41秒,130度17分56秒
ながうらだけ,長浦岳,長崎県,561,32度54分49秒,129度44分41秒
はちろうだけ,八郎岳,長崎県,590,32度40分13秒,129度51分23秒
みたけ<おだけ>,御岳<雄岳>,長崎県,479,34度34分19秒,129度22分54秒
しらたけ,白嶽,長崎県,518,34度15分51秒,129度14分59秒
ありあけやま,有明山,長崎県,558,34度12分16秒,129度15分54秒
やたてやま,矢立山,長崎県,648,34度10分39秒,129度13分34秒
さんのうざん（おだけ）,山王山（雄嶽）,長崎県,439,32度56分00秒,129度03分11秒
ててがたけ,父ヶ岳,長崎県,460,32度41分54秒,128度40分52秒
はいだてさん,佩楯山,大分県,754,32度57分11秒,131度38分45秒
かたむきやま,傾山,大分県,1605,32度50分20秒,131度28分33秒
おおくえやま,大崩山,宮崎県,1644,32度44分16秒,131度30分47秒
むかばきやま,行縢山,宮崎県,830,32度37分33秒,131度34分20秒
そぼさん,祖母山,大分県 宮崎県,1756,32度49分41秒,131度20分49秒
ふるそぼさん,古祖母山,大分県 宮崎県,1633,32度48分10秒,131度21分52秒
もろつかやま,諸塚山,宮崎県,1342,32度38分05秒,131度17分15秒
むこうざかやま,向坂山,熊本県 宮崎県,1685,32度34分47秒,131度06分18秒
くにみだけ,国見岳,熊本県 宮崎県,1739,32度32分50秒,131度01分06秒
かみふくねやま,上福根山,熊本県,1646,32度28分24秒,130度56分49秒
えしろやま（つのだけ）,江代山（津野岳）,熊本県 宮崎県,1607,32度22分14秒,131度04分34秒
いちふさやま,市房山,熊本県 宮崎県,1721,32度18分42秒,131度06分04秒
いしどうやま,石堂山,宮崎県,1547,32度18分01秒,131度10分04秒
おすずやま,尾鈴山,宮崎県,1405,32度17分57秒,131度25分36秒
のけえぼしやま,仰烏帽子山,熊本県,1302,32度22分17秒,130度46分40秒
しらがだけ,白髪岳,熊本県,1417,32度09分01秒,130度56分36秒
くにみやま,国見山,熊本県,969,32度11分16秒,130度36分51秒
やはずだけ,矢筈岳,熊本県 鹿児島県,687,32度07分22秒,130度24分02秒
しびさん（じょうぐさん）,紫尾山（上宮山）,鹿児島県,1067,31度58分51秒,130度22分03秒
わにつかやま,鰐塚山,宮崎県,1118,31度46分08秒,131度16分10秒
きりしまやま<からくにだけ>,霧島山<韓国岳>,宮崎県 鹿児島県,1700,31度56分03秒,130度51分42秒
きりしまやま<しんもえだけ>,霧島山<新燃岳>,宮崎県 鹿児島県,1421,31度54分34秒,130度53分11秒
きりしまやま<たかちほのみね>,霧島山<高千穂峰>,宮崎県,1574,31度53分11秒,130度55分08秒
たかくまやま<おおのがらだけ>,高隈山<大箆柄岳>,鹿児島県,1236,31度29分10秒,130度49分07秒
たかくまやま<おんたけ>,高隈山<御岳>,鹿児島県,1182,31度27分37秒,130度49分14秒
ほよしだけ,甫与志岳,鹿児島県,967,31度15分51秒,130度59分24秒
いなおだけ,稲尾岳,鹿児島県,930,31度07分24秒,130度53分05秒
おんたけ（きただけ）,御岳（北岳）,鹿児島県,1117,31度35分33秒,130度39分24秒
やえやま,八重山,鹿児島県,677,31度44分04秒,130度26分54秒
かんむりだけ（にしだけ）,冠岳（西岳）,鹿児島県,516,31度44分55秒,130度19分52秒
くまがたけ,熊ヶ岳,鹿児島県,590,31度27分19秒,130度27分50秒
きんぽうざん,金峯山,鹿児島県,636,31度28分04秒,130度22分59秒
のまだけ,野間岳,鹿児島県,591,31度24分16秒,130度09分30秒
かいもんだけ,開聞岳,鹿児島県,924,31度10分48秒,130度31分42秒
くらだけ,倉岳,熊本県,682,32度25分40秒,130度19分37秒
かどやま,角山,熊本県,526,32度23分58秒,130度05分38秒
おたけ,尾岳,鹿児島県,604,31度43分23秒,129度44分22秒
あまめがくら,天女ヶ倉,鹿児島県,238,30度44分37秒,131度03分12秒
いおうだけ,硫黄岳,鹿児島県,704,30度47分35秒,130度18分19秒
やぐらだけ,櫓岳,鹿児島県,620,30度49分42秒,129度56分15秒
ふるだけ,古岳,鹿児島県,657,30度26分36秒,130度13分02秒
みやのうらだけ,宮之浦岳,鹿児島県,1936,30度20分10秒,130度30分15秒
ながただけ,永田岳,鹿児島県,1886,30度20分34秒,130度29分33秒
もっちょむだけ,モッチョム岳,鹿児島県,940,30度15分24秒,130度33分51秒
まえだけ,前岳,鹿児島県,628,29度58分05秒,129度55分32秒
おんたけ,御岳,鹿児島県,979,29度51分33秒,129度51分25秒
おたけ,御岳,鹿児島県,497,29度54分11秒,129度32分30秒
おたけ,御岳,鹿児島県,796,29度38分18秒,129度42分50秒
みたけ,御岳,鹿児島県,584,29度27分54秒,129度35分41秒
いまきらだけ,イマキラ岳,鹿児島県,292,29度08分40秒,129度12分29秒
[よこあてじま],[横当島],鹿児島県,495,28度48分03秒,128度59分41秒
ゆわんだけ,湯湾岳,鹿児島県,694,28度17分46秒,129度19分16秒
いのかわだけ,井之川岳,鹿児島県,645,27度46分43秒,128度58分59秒
